Name,playerid
Marty Perez,1010182
Pascual Perez,1010185
Robert Perez,1010186
Santiago Perez,1010187
Tony Perez,1010188
Tony Perezchica,1010189
Broderick Perkins,1010190
Gaylord Perry,1010210
Gerald Perry,1010211
Jim Perry,1010213
Chris Peters,1010225
Fritz Peterson,1010227
Gary Peters,1010228
Rick Peters,1010237
Mark Petkovsek,1010242
Geno Petralli,1010244
Rico Petrocelli,1010245
Gary Pettis,1010249
Joe Pettini,1010251
Ken Phelps,1010277
Adolfo Phillips,1010280
J.R. Phillips,1010294
Mike Phillips,1010296
Tony Phillips,1010300
Tom Phoebus,1010301
Rob Picciolo,1010307
Jack Pierce,1010329
Lou Piniella,1010356
Vada Pinson,1010360
Greg Pirkl,1010367
Chris Pittaro,1010374
Joe Pittman,1010377
Phil Plantier,1010388
Bill Plummer,1010399
Biff Pocoroba,1010403
Kevin Polcovich,1010417
Gus Polidor,1010420
Luis Polonia,1010427
Paul Popovich,1010440
Tom Poquette,1010443
Bo Porter,1010447
Darrell Porter,1010450
Mark Portugal,1010460
Scott Pose,1010464
Alonzo Powell,1010480
Boog Powell,1010482
Hosken Powell,1010486
Ted Power,1010504
Jim Presley,1010523
Jim Price,1010528
Joe Price,1010530
Chris Pritchett,1010541
Ron Pruitt,1010554
Greg Pryor,1010555
Kirby Puckett,1010557
Tim Pugh,1010560
Terry Puhl,1010562
Luis Pujols,1010564
Charlie Puleo,1010565
Harvey Pulliam,1010567
Pat Putnam,1010577
Frank Quilici,1010597
Luis Quinones,1010614
Rey Quinones,1010615
Carlos Quintana,1010616
Jamie Quirk,1010621
John Rabb,1010625
Dave Rader,1010636
Doug Rader,1010638
Tom Ragland,1010652
Chuck Rainey,1010654
Gary Rajsich,1010659
Alex Ramirez,1010668
Mario Ramirez,1010670
Milt Ramirez,1010671
Orlando Ramirez,1010672
Rafael Ramirez,1010673
Bobby Ramos,1010675
Domingo Ramos,1010677
Mike Ramsey,1010686
Mike Ramsey,1010687
Bob Randall,1010689
Len Randle,1010693
Willie Randolph,1010694
Pat Rapp,1010700
Dennis Rasmussen,1010703
Eric Rasmussen,1010704
Paul Ratliff,1010712
Doug Rau,1010717
Shane Rawley,1010719
Floyd Rayford,1010724
Johnny Ray,1010727
Randy Ready,1010738
Gary Redus,1010758
Darren Reed,1010762
Jeff Reed,1010770
Jody Reed,1010771
Ron Reed,1010773
Rich Reese,1010778
Rick Reichardt,1010791
Kevin Reimer,1010807
Ken Reitz,1010823
Jerry Remy,1010828
Rick Renick,1010832
Steve Renko,1010835
Rich Renteria,1010838
Roger Repoz,1010841
Merv Rettenmund,1010846
Rick Reuschel,1010852
Jerry Reuss,1010853
Dave Revering,1010855
Gilberto Reyes,1010858
Craig Reynolds,1010867
Don Reynolds,1010869
Harold Reynolds,1010870
Ken Reynolds,1010871
R.J. Reynolds,1010872
Ronn Reynolds,1010874
Tommie Reynolds,1010875
Karl Rhodes,1010886
Rick Rhoden,1010887
Jim Rice,1010897
Gene Richards,1010907
Jeff Richardson,1010911
J.R. Richard,1010913
Lee Richard,1010915
Mike Richardt,1010916
Ernest Riles,1010964
Billy Ripken,1010977
Cal Ripken,1010978
Allen Ripley,1010979
Kevin Ritz,1010998
Ben Rivera,1010999
Bombo Rivera,1011000
German Rivera,1011001
Luis Rivera,1011003
Mickey Rivers,1011005
Andre Robertson,1011021
Bip Roberts,1011023
Bob Robertson,1011024
Dave Roberts,1011031
Dave Roberts,1011032
Kevin Roberson,1011039
Leon Roberts,1011040
Billy Jo Robidoux,1011051
Bill Robinson,1011054
Brooks Robinson,1011055
Bruce Robinson,1011056
Craig Robinson,1011058
Don Robinson,1011061
Frank Robinson,1011066
Jeff Robinson,1011072
Ron Robinson,1011076
Rafael Robles,1011081
Pat Rockett,1011092
Aurelio Rodriguez,1011100
Carlos Rodriguez,1011101
Ellie Rodriguez,1011104
Liu Rodriguez,1011109
Gary Roenicke,1011120
Ron Roenicke,1011121
Steve Rogers,1011138
Mike Rogodzinski,1011142
Dave Rohde,1011144
Cookie Rojas,1011152
Ed Romero,1011171
Kevin Romine,1011173
Gene Roof,1011181
Phil Roof,1011182
Jim Rooker,1011183
Rolando Roomes,1011185
Jorge Roque,1011190
Jimmy Rosario,1011195
Johnny Roseboro,1011199
Bobby Rose,1011200
Dave Rosello,1011206
Pete Rose,1011217
Rico Rossy,1011236
Wade Rowdon,1011251
Rich Rowland,1011262
Stan Royer,1011266
Jerry Royster,1011270
Joe Rudi,1011283
Ken Rudolph,1011288
Bruce Ruffin,1011294
Vern Ruhle,1011297
Chico Ruiz,1011298
Paul Runge,1011302
Bill Russell,1011311
John Russell,1011317
Dick Ruthven,1011330
Mark Ryal,1011332
Mike Ryan,1011347
Nolan Ryan,1011348
Bret Saberhagen,1011355
Chris Sabo,1011357
Ray Sadecki,1011360
Mike Sadek,1011361
Lenn Sakata,1011375
Mark Salas,1011376
Angel Salazar,1011377
Luis Salazar,1011378
Chico Salmon,1011386
Bill Sample,1011396
Juan Samuel,1011400
Alejandro Sanchez,1011404
Celerino Sanchez,1011406
Orlando Sanchez,1011409
Ryne Sandberg,1011411
Deion Sanders,1011415
Reggie Sanders,1011419
Scott Sanderson,1011422
Scott Sanders,1011423
Charlie Sands,1011427
Manny Sanguillen,1011434
F.P. Santangelo,1011438
Rafael Santana,1011441
Nelson Santovenia,1011445
Ron Santo,1011447
Manny Sarmiento,1011450
Mackey Sasser,1011452
Tom Satriano,1011454
Ted Savage,1011470
Steve Sax,1011481
Pat Scanlon,1011494
Steve Scarsone,1011501
Paul Schaal,1011502
Jeff Schaefer,1011508
Gene Schall,1011516
Dan Schatzeder,1011527
Richie Scheinblum,1011541
Calvin Schiraldi,1011563
Mike Schmidt,1011586
Dave Schneck,1011593
Dick Schofield,1011601
Dick Schofield,1011602
Pete Schourek,1011608
Bill Schroeder,1011618
Ron Schueler,1011622
Rick Schu,1011650
Mike Scioscia,1011667
Daryl Sconiers,1011670
Donnie Scott,1011677
Gary Scott,1011680
George Scott,1011682
John Scott,1011686
Mike Scott,1011691
Rodney Scott,1011693
Tony Scott,1011695
Chuck Scrivener,1011697
Tom Seaver,1011708
Bob Sebra,1011709
Kevin Sefcik,1011722
Diego Segui,1011725
Kevin Seitzer,1011730
Paul Serna,1011753
Scott Servais,1011756
Rich Severson,1011762
Chris Sexton,1011771
Jimmy Sexton,1011773
Art Shamsky,1011786
Mike Shannon,1011797
Dick Sharon,1011806
Bill Sharp,1011807
Mike Sharperson,1011809
Jon Shave,1011815
Danny Sheaffer,1011829
Larry Sheets,1011852
John Shelby,1011853
Bob Sheldon,1011854
Scott Sheldon,1011856
Ron Shepherd,1011867
Pat Sheridan,1011872
Craig Shipley,1011906
Bob Shirley,1011911
Tom Shopay,1011925
Chris Short,1011931
Eric Show,1011937
Joe Siddall,1011947
Sonny Siebert,1011951
Dave Silvestri,1011972
Brian Simmons,1011979
Nelson Simmons,1011984
Ted Simmons,1011986
Mike Simms,1011987
Joe Simpson,1011996
Wayne Simpson,1011999
Duke Sims,1012000
Matt Sinatro,1012003
Bill Singer,1012007
Ken Singleton,1012011
Ted Sizemore,1012027
Dave Skaggs,1012029
Joel Skinner,1012039
Don Slaught,1012059
Ron Slocum,1012070
Roy Smalley,1012078
John Smiley,1012084
Bernie Smith,1012092
Billy Smith,1012097
Bryn Smith,1012104
Dwight Smith,1012125
Keith Smith,1012169
Lonnie Smith,1012176
Ozzie Smith,1012186
Pete Smith,1012191
Ray Smith,1012195
Reggie Smith,1012201
Tommy Smith,1012212
Willie Smith,1012216
Zane Smith,1012218
Chris Snopek,1012236
Cory Snyder,1012244
Russ Snyder,1012256
Eric Soderholm,1012260
Rick Sofield,1012264
Tony Solaita,1012265
Eddie Solomon,1012268
Bill Sorrell,1012280
Paul Sorrento,1012282
Elias Sosa,1012284
Mario Soto,1012289
Horace Speed,1012312
Tim Spehr,1012315
Chris Speier,1012316
Bob Spence,1012319
Jim Spencer,1012325
Rob Sperring,1012335
Bill Spiers,1012338
Ed Spiezio,1012340
Charlie Spikes,1012341
Dan Spillner,1012342
Harry Spilman,1012343
Paul Splittorff,1012346
Ed Sprague,1012356
George Spriggs,1012359
Mike Squires,1012371
Marv Staehle,1012374
Steve Staggs,1012380
Larry Stahl,1012383
Scott Stahoviak,1012384
Roy Staiger,1012385
Don Stanhouse,1012401
Pete Stanicek,1012402
Andy Stankiewicz,1012405
Fred Stanley,1012411
Mickey Stanley,1012415
Mike Stanley,1012416
Leroy Stanton,1012420
Dave Stapleton,1012423
Willie Stargell,1012426
Dave Staton,1012437
Rusty Staub,1012440
John Stearns,1012446
Jim Steels,1012453
John Stefero,1012459
Dave Stegman,1012460
Bill Stein,1012463
Terry Steinbach,1012473
Rick Stelmaszek,1012477
Mike Stenhouse,1012483
Rennie Stennett,1012484
John Stephenson,1012497
Phil Stephenson,1012498
Jimmy Stewart,1012522
Kurt Stillwell,1012536
Royle Stillman,1012538
Bob Stinson,1012544
Kevin Stocker,1012549
Bill Stoneman,1012560
George Stone,1012565
Jeff Stone,1012567
Ron Stone,1012572
Steve Stone,1012573
Mel Stottlemyre,1012579
Joe Strain,1012592
Doug Strange,1012596
Darryl Strawberry,1012606
Brent Strom,1012627
Ed Stroud,1012631
Franklin Stubbs,1012643
John Stuper,1012652
Ken Suarez,1012662
Bill Sudakis,1012668
Guy Sularz,1012677
Marc Sullivan,1012706
Champ Summers,1012718
Jim Sundberg,1012724
Rick Sutcliffe,1012734
Gary Sutherland,1012739
Leo Sutherland,1012740
Bruce Sutter,1012743
Don Sutton,1012745
Dale Sveum,1012748
Craig Swan,1012754
Stan Swanson,1012763
Rick Sweet,1012782
Bill Swift,1012788
Steve Swisher,1012795
Ron Swoboda,1012796
Jerry Tabb,1012803
Pat Tabler,1012806
Jeff Tackett,1012809
John Tamargo,1012816
Kevin Tapani,1012824
Danny Tartabull,1012829
Jarvis Tatum,1012841
Jim Tatum,1012842
Eddie Taubensee,1012845
Jesus Tavarez,1012849
Frank Taveras,1012852
Bob Taylor,1012860
Carl Taylor,1012862
Tony Taylor,1012892
Kent Tekulve,1012905
Garry Templeton,1012909
Gene Tenace,1012911
Frank Tepedino,1012917
Jerry Terrell,1012922
Walt Terrell,1012924
Scott Terry,1012930
Mickey Tettleton,1012939
Tim Teufel,1012940
Bob Tewksbury,1012941
Ron Theobald,1012949
George Theodore,1012950
Andres Thomas,1012962
Dan Thomas,1012970
Derrel Thomas,1012971
Gary Thomasson,1012977
George Thomas,1012978
Gorman Thomas,1012979
Bobby Thompson,1013002
Danny Thompson,1013003
Jason Thompson,1013014
Mark Thompson,1013019
Milt Thompson,1013021
Robby Thompson,1013023
Scot Thompson,1013025
Dickie Thon,1013033
Andre Thornton,1013037
Gary Thurman,1013051
Mark Thurmond,1013052
Luis Tiant,1013054
Jay Tibbs,1013055
Dick Tidrow,1013056
Bob Tillman,1013066
Ozzie Timmons,1013072
Ron Tingley,1013074
Lee Tinsley,1013077
Bobby Tolan,1013100
Wayne Tolleson,1013103
Tim Tolman,1013104
Andy Tomberlin,1013108
Randy Tomlin,1013111
Jeff Torborg,1013123
Hector Torres,1013132
Joe Torre,1013133
Mike Torrez,1013134
Rusty Torres,1013137
Cesar Tovar,1013142
Jim Traber,1013150
Jim Tracy,1013152
Alan Trammell,1013157
Jeff Treadway,1013169
Alex Trevino,1013180
Manny Trillo,1013184
Steve Trout,1013197
Eddie Tucker,1013210
John Tudor,1013215
Lee Tunnell,1013218
Brian Turang,1013219
Chris Turner,1013226
Jerry Turner,1013228
Shane Turner,1013232
Wayne Twitchell,1013244
Jim Tyrone,1013256
Mike Tyson,1013258
Ted Uhlaender,1013264
Tom Underwood,1013281
Tim Unroe,1013284
Del Unser,1013286
Willie Upshaw,1013293
Jose Uribe,1013300
Mike Vail,1013309
Mario Valdez,1013314
Bobby Valentine,1013324
Ellis Valentine,1013326
Fernando Valenzuela,1013327
Dave Valle,1013333
Dave Van Gorder,1013356
William Van Landingham,1013358
Andy Van Slyke,1013363
Pete Varney,1013372
Gary Varsho,1013373
Jim Vatcher,1013376
Jesus Vega,1013393
Guillermo Velasquez,1013396
Otto Velez,1013399
Max Venable,1013401
Quilvio Veras,1013404
Wilton Veras,1013405
Zoilo Versalles,1013417
Tom Veryzer,1013418
Hector Villanueva,1013427
Frank Viola,1013435
Ozzie Virgil,1013439
Jack Voigt,1013446
Bill Voss,1013458
Pete Vuckovich,1013461
George Vukovich,1013462
John Vukovich,1013463
Mark Wagner,1013488
Paul Wagner,1013490
Jim Walewander,1013506
Bob Walk,1013507
Chico Walker,1013509
Duane Walker,1013513
Greg Walker,1013520
Luke Walker,1013525
Tony Walker,1013537
Tim Wallach,1013554
Ty Waller,1013557
Denny Walling,1013559
Joe Wallis,1013560
Dan Walters,1013585
Danny Walton,1013592
Jerome Walton,1013593
Reggie Walton,1013594
Chris Ward,1013605
Gary Ward,1013611
Kevin Ward,1013619
Turner Ward,1013625
Claudell Washington,1013654
Ron Washington,1013658
U L Washington,1013659
Mark Wasinger,1013660
John Wathan,1013666
Pat Watkins,1013672
Allen Watson,1013675
Bob Watson,1013677
Lenny Webster,1013718
Mitch Webster,1013719
Ray Webster,1013721
Eric Wedge,1013723
John Wehner,1013730
Al Weis,1013743
Walt Weiss,1013748
Bob Welch,1013750
Brad Wellman,1013765
Greg Wells,1013767
Chris Welsh,1013772
Don Werner,1013788
Don Wert,1013790
Dennis Werth,1013791
Larry Whisenton,1013842
Lou Whitaker,1013846
Devon White,1013862
Derrick White,1013863
Frank White,1013872
Jerry White,1013880
Mark Whiten,1013886
Roy White,1013890
Wally Whitehurst,1013896
Terry Whitfield,1013899
Dan Whitmer,1013902
Darrell Whitmore,1013903
Ed Whitson,1013911
Ernie Whitt,1013912
Alan Wiggins,1013931
Rob Wilfong,1013943
Jim Wilhelm,1013946
Curtis Wilkerson,1013951
Rick Wilkins,1013960
Jerry Willard,1013963
Bernie Williams,1013974
Billy Williams,1013975
Brian Williams,1013978
Charlie Williams,1013980
Earl Williams,1013995
Eddie Williams,1013996
George Williams,1013999
Kenny Williams,1014013
Reggie Williams,1014031
Reggie Williams,1014032
Walt Williams,1014044
Bump Wills,1014049
Maury Wills,1014053
Craig Wilson,1014068
Craig Wilson,1014069
Desi Wilson,1014070
Don Wilson,1014071
Glenn Wilson,1014081
Mookie Wilson,1014096
Trevor Wilson,1014109
Willie Wilson,1014113
Bobby Wine,1014124
Dave Winfield,1014127
Herm Winningham,1014139
Matt Winters,1014147
Rick Wise,1014155
John Wockenfuss,1014176
Jim Wohlford,1014179
Larry Wolfe,1014190
Mike Woodard,1014209
Al Woods,1014234
Dick Woodson,1014236
Gary Woods,1014237
Ron Woods,1014243
Tracy Woodson,1014244
Ted Wood,1014246
Wilbur Wood,1014248
Woody Woodward,1014250
Craig Worthington,1014261
Clyde Wright,1014272
George Wright,1014279
Rick Wrona,1014299
Butch Wynegar,1014308
Marvell Wynne,1014312
Jimmy Wynn,1014313
Carl Yastrzemski,1014326
Steve Yeager,1014332
Eric Yelding,1014335
Ned Yost,1014359
Floyd Youmans,1014361
Anthony Young,1014362
Gerald Young,1014376
Joel Youngblood,1014383
Mike Young,1014386
Robin Yount,1014396
Pat Zachry,1014407
Eduardo Zambrano,1014414
Joe Zdeb,1014425
Richie Zisk,1014455
Jon Zuber,1014461
Julio Zuleta,1014462
Bob Zupcic,1014463
Paul Zuvella,1014465
