Name,playerid
Mark Grudzielanek,653
Kazuhisa Ishii,655
Cesar Izturis,656
Brian Jordan,658
Eric Karros,659
Mike Kinkade,660
Chad Kreuter,661
Paul Lo Duca,662
Terry Mulholland,665
Hideo Nomo,666
Odalis Perez,668
Dave Roberts,670
Joe Thurston,673
Paul Bako,676
Ronnie Belliard,677
Raul Casanova,680
Nelson Figueroa,683
Jeffrey Hammonds,687
Jose Hernandez,688
Tyler Houston,689
Geoff Jenkins,690
Marcus Jensen,691
Luis Lopez,695
J.P. Arencibia,697
Alex Ochoa,700
Ruben Quevedo,705
Glendon Rusch,707
Alex Sanchez,708
Richie Sexson,709
Ben Sheets,710
Ryan Thompson,713
Jamey Wright,715
Eric Young,716
Casey Blake,719
Brian Buchanan,720
Jay Canizaro,722
Cristian Guzman,728
Denny Hocking,730
Torii Hunter,731
Jacque Jones,735
Bobby Kielty,736
Corey Koskie,738
Kyle Lohse,739
Doug Mientkiewicz,741
Eric Milton,743
Dustan Mohr,744
David Ortiz,745
A.J. Pierzynski,746
Tom Prince,747
Rick Reed,750
Mike Restovich,751
Luis Rivas,753
Johan Santana,755
Javier Valentin,759
Tony Armas Jr.,761
Michael Barrett,762
Peter Bergeron,763
Orlando Cabrera,766
Endy Chavez,768
Bruce Chen,769
Wil Cordero,770
Vladimir Guerrero,778
Sandy Martinez,784
Todd Frazier,785
Tomo Ohka,788
Troy O'Leary,789
Carl Pavano,790
Brandon Phillips,791
Brian Schneider,795
Lee Stevens,796
Fernando Tatis,798
Chris Truby,799
Javier Vazquez,801
Jose Vidro,802
Brad Wilkerson,804
Masato Yoshii,807
Erick Almonte,808
Alberto T. Castillo,812
Brandon Claussen,814
Roger Clemens,815
Ron Coomer,816
Jason Giambi,818
Orlando Hernandez,823
Sterling Hitchcock,824
Derek Jeter,826
Nick Johnson,828
Ted Lilly,833
Billy McMillon,834
Andy Pettitte,840
Jorge Posada,841
Bill Pulsipher,842
Juan Rivera,843
Scott Seabol,846
Alfonso Soriano,847
Shane Spencer,848
Mike Thurman,852
John Vander Wal,853
Robin Ventura,854
David Wells,855
Rondell White,856
Bernie Williams,857
Enrique Wilson,858
Edgardo Alfonzo,859
Roberto Alomar,860
Pedro Astacio,862
Jeromy Burnitz,867
Roger Cedeno,869
Jeff D'Amico,871
Shawn Estes,873
John Hester,877
Chris Latham,882
Al Leiter,883
Joe McEwing,887
Rey Ordonez,889
Jay Payton,890
Timo Perez,891
Jason Phillips,892
Mike Piazza,893
Jae Seo,895
Steve Trachsel,898
Mo Vaughn,899
Jorge Velandia,900
David Weathers,902
Vance Wilson,903
Eric Byrnes,905
Eric Chavez,906
Mike Colangelo,907
Jermaine Dye,911
Jeremy Giambi,913
Brennan Boesch,914
Scott Hatteberg,916
Ramon Hernandez,918
Tim Hudson,921
David Justice,923
Cory Lidle,926
Terrence Long,927
Frank Menechino,931
Mark Mulder,932
Greg Myers,933
Carlos Pena,934
Adam Piatt,935
Olmedo Saenz,937
Larry Sutton,939
Miguel Tejada,941
Randy Velarde,942
Barry Zito,944
Bobby Abreu,945
Marlon Anderson,947
Pat Burrell,949
Marlon Byrd,950
Rheal Cormier,952
Brandon Duckworth,954
Johnny Estrada,955
Doug Glanville,956
Matt Downs,957
Travis Lee,958
Mike Lieberthal,959
Brett Myers,962
Vicente Padilla,964
Tomas Perez,965
Robert Person,966
Todd Pratt,968
Scott Rolen,970
Jimmy Rollins,971
Randy Wolf,976
Jimmy Anderson,977
Bronson Arroyo,978
Mike Benjamin,981
Kris Benson,982
Adrian Brown,985
Josh Fogg,989
Brian Giles,990
Chad Hermansen,991
Jason Kendall,993
Rob Mackowiak,995
Brian Meadows,998
Keith Osik,1001
Aramis Ramirez,1002
Tike Redman,1003
Pokey Reese,1004
Armando Rios,1006
Ron Villone,1010
Ryan Vogelsong,1011
Kip Wells,1012
Dave Williams,1013
Mike Williams,1014
Craig Wilson,1015
Jack Wilson,1017
Kevin Young,1018
Kevin Barker,1019
Sean Burroughs,1021
Javier Cardona,1023
Cesar Crespo,1024
Deivi Cruz,1025
Kory DeHaan,1027
Adam Eaton,1029
Ron Gant,1032
Wiki Gonzalez,1033
Trenidad Hubbard,1036
Kevin Jarvis,1037
D'Angelo Jimenez,1038
Bobby Jones,1039
Ryan Klesko,1041
Mark Kotsay,1042
Tom Lampkin,1043
Ray Lankford,1044
Brian Lawrence,1045
Donaldo Mendez,1047
Phil Nevin,1049
Jake Peavy,1051
Brian Tollberg,1055
Brett Tomko,1056
Bubba Trammell,1057
Ramon Vazquez,1058
Willie Bloomquist,1066
Bret Boone,1067
Pat Borders,1068
Mike Cameron,1070
Jeff Cirillo,1073
Ben Davis,1074
Charles Gipson,1078
Carlos Guillen,1079
Gene Kingsale,1085
Edgar Martinez,1086
Mark McLemore,1088
Jamie Moyer,1091
John Olerud,1093
Joel Pineiro,1094
Scott Podsednik,1095
Desi Relaford,1096
Ruben Sierra,1099
Ichiro Suzuki,1101
Dan Wilson,1102
Rich Aurilia,1106
David Bell,1108
Barry Bonds,1109
Pedro Feliz,1112
Tom Goodwin,1114
Edwards Guzman,1115
Livan Hernandez,1116
Marco Estrada,1118
Jeff Kent,1119
Ramon Martinez,1120
Russ Ortiz,1124
Cody Ransom,1126
Kirk Rueter,1128
Reggie Sanders,1129
Benito Santiago,1130
Jason Schmidt,1131
Tsuyoshi Shinjo,1132
J.T. Snow,1133
Yorvit Torrealba,1135
Jerome Williams,1137
Rick Ankiel,1142
Andy Benes,1144
Wilson Delgado,1150
Mike DiFelice,1151
J.D. Drew,1152
Jim Edmonds,1153
Jason Isringhausen,1158
Andrew Romine,1159
Darryl Kile,1163
Chris Valaika,1165
Eli Marrero,1166
Al Martin,1167
Tino Martinez,1168
Mike Matheny,1169
Matt Morris,1172
Placido Polanco,1176
Albert Pujols,1177
Edgar Renteria,1178
Kerry Robinson,1179
Jason Simontacchi,1181
Garrett Stephenson,1185
So Taguchi,1186
Fernando Vina,1189
Woody Williams,1190
Chris Johnson,1191
Brent Abernathy,1192
Wilson Alvarez,1193
Emil Brown,1197
Jason Conti,1199
Steve Cox,1200
Carl Crawford,1201
Felix Escalona,1204
Sal Fasano,1205
John Flaherty,1206
Ryan Freel,1207
Chris Gomez,1208
Ben Grieve,1209
Toby Hall,1210
Paul Hoover,1212
Aubrey Huff,1213
Russ Johnson,1216
Joe Kennedy,1217
Damian Rolls,1222
Jared Sandberg,1224
Andy Sheets,1226
Jason Smith,1227
Jorge Sosa,1228
Jason Tyner,1232
Greg Vaughn,1233
Paul Wilson,1234
Randy Winn,1235
Dave Burba,1239
Frank Catalanotto,1241
Doug Davis,1244
R.A. Dickey,1245
Kelly Dransfeldt,1248
Carl Everett,1249
Juan Gonzalez,1251
Rusty Greer,1252
Bill Haselman,1254
Gabe Kapler,1256
Mike Lamb,1258
Ryan Ludwick,1260
Kevin Mench,1261
Calvin Murray,1262
Hector Ortiz,1264
Rafael Palmeiro,1266
Chan Ho Park,1267
Herbert Perry,1270
Alex Rodriguez,1274
Ivan Rodriguez,1275
Jason Romano,1278
Mark Teixeira,1281
Ismael Valdez,1283
Steve Woodard,1285
Michael Young,1286
Dave Berg,1288
Chris Carpenter,1292
Jose Cruz,1296
Carlos Delgado,1297
Darrin Fletcher,1302
Roy Halladay,1303
Eric Hinske,1305
Ken Huckaby,1306
Orlando Hudson,1307
Joe Lawrence,1308
Brian Lesher,1309
Esteban Loaiza,1310
Felipe Lopez,1311
Raul Mondesi,1314
Chad Mottola,1315
Steve Parris,1316
Josh Phelps,1318
Shannon Stewart,1322
Vernon Wells,1326
Jayson Werth,1327
Tom Wilson,1328
Chris Woodward,1329
John Valentin,1375
Mark Johnson,1376
Quinton McCracken,1377
Wilton Guerrero,1378
Andy Fox,1379
Keith Lockhart,1380
John Mabry,1381
Marvin Benard,1382
Mark Loretta,1383
Matt Stairs,1384
Mike Mordecai,1385
Alex Cora,1386
Greg Norton,1388
Jeff Reboulet,1389
Andres Galarraga,1390
Dave Hollins,1391
Mark DeRosa,1392
Orlando Merced,1393
Lenny Harris,1394
Gerald Williams,1395
Chris Donnels,1396
Jason Lane,1397
Brady Clark,1398
Jason Michaels,1399
Shawon Dunston,1401
David Dellucci,1402
Dave Hansen,1403
Hiram Bocachica,1404
Tim Raines,1406
Ricky Ledee,1407
Mark Sweeney,1408
Eduardo Perez,1409
Damon Minor,1411
Miguel Cairo,1412
Erubiel Durazo,1413
Ramon Santiago,1417
Jesse Garcia,1418
Hank Blalock,1419
Abraham Nunez,1420
McKay Christensen,1421
Warren Morris,1424
Homer Bush,1425
Henry Rodriguez,1427
Nick Punto,1429
Adam Everett,1430
Wilson Ramos,1433
Clay Bellinger,1436
Lou Collier,1438
Jeff DaVanon,1440
Mark Ellis,1443
Esteban German,1449
Todd Greene,1450
Aaron Harang,1451
Danny Klassen,1455
Matthew LeCroy,1456
Mendy Lopez,1458
Fernando Lunar,1459
Henry Mateo,1461
David McCarty,1462
Craig Monroe,1464
Pablo Ozuna,1469
Ben Petrick,1471
Jesus Sanchez,1476
Chris Snelling,1480
Tony Tarasco,1486
Andres Torres,1488
Ty Wigginton,1491
Bobby Smith,1493
Zach Day,1496
Angel Echevarria,1498
Matt Franco,1499
Keith Ginter,1500
Alexis Gomez,1501
Nick Green,1502
Aaron Guiel,1503
John Lackey,1507
Julius Matos,1509
Oliver Perez,1514
Marcus Thames,1523
Brandon Backe,1529
Howie Clark,1533
Michael Cuddyer,1534
Karim Garcia,1537
Ross Gload,1538
Chris Widger,1541
Adam Hyzdu,1543
Mike Mahoney,1544
Ruben Rivera,1550
David Ross,1551
Raul Gonzalez,1553
DeWayne Wise,1554
Marco Scutaro,1555
Wil Nieves,1556
Izzy Alcantara,1558
Matt Cepicky,1562
Jack Cust,1564
Aaron Cook,1571
Coco Crisp,1572
Travis Hafner,1573
Mark Hendrickson,1574
Kit Pellow,1576
Josh Bard,1578
Chone Figgins,1580
Greg LaRocca,1582
Shane Andrews,1588
Brian Banks,1589
Jamey Carroll,1591
Kevin Cash,1593
Ryan Christenson,1594
Humberto Cota,1595
J.J. Davis,1597
Jason Grabowski,1604
Bill Hall,1605
Omar Infante,1609
Felix Jose,1610
Kevin Orie,1616
Lyle Overbay,1617
Freddy Sanchez,1624
Salomon Torres,1628
Eric Valent,1629
David Lamb,1635
Cliff Lee,1636
Wes Obermueller,1637
Miguel Olivo,1638
Michael Ryan,1643
Ron Calloway,1649
Rocco Baldelli,1656
Xavier Nady,1658
Hideki Matsui,1659
Shane Victorino,1677
Chase Utley,1679
David Cone,1680
Tim Laker,1681
Robby Hammock,1686
Brandon Webb,1692
Claudio Vargas,1695
Jody Gerut,1696
Gerald Laird,1698
Chris Capuano,1701
Reed Johnson,1702
Dontrelle Willis,1703
Jason Ellison,1704
Steve Avery,1706
Antonio Perez,1708
Todd Wellemeyer,1709
Geremi Gonzalez,1711
Miguel Ojeda,1712
Jeff Duncan,1715
Jason Bay,1717
Ray Olmedo,1718
Tripp Cromer,1719
Bubba Crosby,1722
Lew Ford,1724
Jose Reyes,1736
Justin Morneau,1737
Jhonny Peralta,1738
Matt Kata,1741
Bo Hart,1743
Miguel Cabrera,1744
Morgan Burkhart,1745
Joe Vitiello,1748
Carlos Rivera,1749
Eric Bruntlett,1753
Dan Haren,1757
Cody Ross,1760
Curtis Pride,1762
Luis Terrero,1765
Laynce Nix,1766
Kevin Correia,1767
Matt Diaz,1771
Rene Reyes,1774
Jason Jones,1775
Robb Quinlan,1779
Ramon Nivar,1781
Chad Meyers,1787
Garrett Atkins,1790
Amaury Telemaco,1802
Todd Linden,1803
Trent Durrington,1805
Tim Raines Jr.,1807
Mike Hessman,1808
Rob Bowen,1817
Bobby Crosby,1818
Danny Garcia,1819
Pete LaForest,1821
Humberto Quintero,1824
David DeJesus,1825
Khalil Greene,1826
Koyie Hill,1829
Clint Barmes,1830
Lance Niekro,1832
Noah Lowry,1833
Luis Sojo,1834
Michel Hernandez,1835
Fernando Seguignol,1836
Matt Belisle,1837
Edwin Jackson,1841
Aaron Miles,1844
Jonny Gomes,1845
Matt Watson,1846
Rickie Weeks Jr.,1849
Mike Edwards,1850
Kaz Matsui,1854
Joe Mauer,1857
Luis Gonzalez,1860
Wilson Betemit,1861
Wilson Valdez,1863
Jose Castillo,1866
Darnell McDonald,1867
Choo Freeman,1872
Matt Holliday,1873
Hector Luna,1874
Josh Hamilton,1875
Willy Taveras,1876
Terrmel Sledge,1878
Brad Hawpe,1885
Jose Bautista,1887
Chad Tracy,1888
Chris Shelton,1891
Mike Rouse,1893
Luis Lopez,1901
Adam LaRoche,1904
Andres Blanco,1907
Adrian Gonzalez,1908
Damon Hollins,1919
Doug DeVore,1923
Scott Hairston,1926
Midre Cummings,1927
Casey Kotchman,1930
Kevin Youkilis,1935
Cory Sullivan,1940
Jason Dubois,1941
Zack Greinke,1943
Corey Hart,1945
Manny Alexander,1954
Desmond Jennings,1965
Ivan Nova,1994
Jason Wood,1999
David Newhan,2009
Robinson Cancel,2011
Andy Tracy,2024
Paul Phillips,2032
Clayton Kershaw,2036
John Buck,2041
Chip Ambres,2042
Jorge De La Rosa,2047
Jeff Baker,2073
Andy Phillips,2075
Nook Logan,2076
Tim Olson,2087
Alex Rios,2090
Bernie Castro,2096
Freddie Bynum,2099
Josh Wilson,2102
Josh Willingham,2103
Ryan Church,2106
JD Closser,2108
Ryan Doumit,2113
Ronny Paulino,2129
David Peralta,2136
Delmon Young,2140
Chris Narveson,2141
Chris Aguila,2143
Edwin Encarnacion,2151
Ryan Howard,2154
Alfredo Simon,2155
Justin Leone,2157
Greg Dobbs,2158
Terry Tiffee,2160
Jason Kubel,2161
Freddy Guzman,2162
Chris Burke,2164
Dan Johnson,2167
Hector Gimenez,2172
Brendan Harris,2178
Ronny Cedeno,2179
Gabe Gross,2184
Reggie Abercrombie,2187
Willy Aybar,2192
Dallas McPherson,2194
Grady Sizemore,2197
Ivan Ochoa,2199
Jorge Piedra,2211
Don Kelly,2216
Ryan Raburn,2218
Jason Bourgeois,2225
Ian Snell,2227
Mike Jacobs,2231
Adam Wainwright,2233
Kelly Johnson,2234
Scott Thorman,2238
Tony Pena,2240
Hector Gomez,2264
Matt Treanor,2265
Matt LaPorta,2280
Eliezer Alfonzo,2331
John Rodriguez,2338
Luis Rodriguez,2364
Bucky Jacobsen,2368
Joe Dillon,2384
Jeff Bailey,2394
Carlos Santana,2396
Brian Barton,2408
Jose Tabata,2411
Darwin Barney,2430
Nelson Cruz,2434
Maicer Izturis,2437
Jesus Feliciano,2448
Norris Hopper,2450
Pedro Alvarez,2495
Jemile Weeks,2498
Lucas Duda,2502
Hank Conger,2505
Josh Bell,2510
Lance Lynn,2520
Jorge Cantu,2521
Yonder Alonso,2530
Pete Kozma,2539
Chris Parmelee,2554
Bryan Petersen,2567
Peter Bourjos,2578
Carlos Ruiz,2579
Wandy Rodriguez,2586
Michael Taylor,2591
Jhoulys Chacin,2608
Zack Cozart,2616
Jason Repko,2628
Brandon Guyer,2636
Bobby Scales,2673
Jordan Pacheco,2677
Garrett Jones,2714
Chris Duncan,2722
Ben Johnson,2731
Pete Orr,2748
Randy Ruiz,2761
Derrick Robinson,2784
Tony Cruz,2802
Manny Pina,2829
Travis Snider,2830
Rafael Ynoa,2832
Chris Marrero,2852
Ross Detwiler,2859
Scott Sizemore,2881
Roberto Perez,2900
Jason Botts,2907
Emmanuel Burriss,2917
Angel Pagan,2918
Lou Montanez,2923
Jeff Locke,2929
Charles Thomas,2962
Edgar Gonzalez,2963
Tommy Pham,2967
Andy Green,2991
Michael Morse,3035
Mike Napoli,3057
Mitch Moreland,3086
Tommy Murphy,3105
Jose Lopez,3114
Jesus Guzman,3118
Gregor Blanco,3123
Alex Romero,3129
Wladimir Balentien,3131
Max Scherzer,3137
Robinson Chirinos,3142
Justin Huber,3147
Domonic Brown,3154
Shin-Soo Choo,3174
Dioner Navarro,3179
Luis Cruz,3188
Nate McLouth,3190
Chris Young,3196
Ervin Santana,3200
Francisco Liriano,3201
Andy Marte,3203
Luis Hernandez,3206
Julio Borbon,3209
Brayan Pena,3231
Robinzon Diaz,3248
Jeff Samardzija,3254
Franklin Gutierrez,3255
Welington Castillo,3256
Kosuke Fukudome,3263
Robinson Cano,3269
Hiroki Kuroda,3283
Anibal Sanchez,3284
Argenis Reyes,3285
Charlie Culberson,3298
Trent Oeltjen,3310
Martin Prado,3312
Alberto Callaspo,3336
Matt Garza,3340
Matt Joyce,3353
Gaby Sanchez,3361
Miguel Montero,3364
Anderson Hernandez,3366
Alejandro De Aza,3371
Clete Thomas,3373
Ubaldo Jimenez,3374
Nick Hundley,3376
Chris Getz,3388
John Mayberry,3390
Shawn Riggans,3393
Cliff Pennington,3395
Trevor Crowe,3402
Ryan Braun,3410
Drew Butera,3411
Ruben Gotay,3417
Victor Diaz,3424
Allen Craig,3433
Nolan Reimold,3441
Dan Uggla,3442
Jeff Mathis,3448
Luke Scott,3469
Steve Holm,3472
Anthony Rizzo,3473
Angel Sanchez,3492
Brent Lillibridge,3501
Eric Hosmer,3516
Troy Tulowitzki,3531
Eli Whiteside,3536
Clayton Richard,3551
Omir Santos,3583
Chris Duffy,3605
Shelley Duncan,3620
Josh Barfield,3622
Rene Rivera,3648
Brooks Conrad,3664
Andy Gonzalez,3669
Jack Hannahan,3692
Mike Rabelo,3693
Skip Schumaker,3704
Geovany Soto,3707
Rajai Davis,3708
Eric Thames,3711
Joe Mather,3714
Jose Morales,3726
Felix Pie,3751
Danny Richar,3767
David Wright,3787
Tommy Manzella,3789
Jayson Nix,3790
J.J. Hardy,3797
Ryan Theriot,3811
Gregorio Petit,3812
Mat Latos,3815
Joaquin Arias,3817
Ricky Nolasco,3830
Andrew Brown,3837
Zach Duke,3840
Jeff Keppinger,3856
Rubby de la Rosa,3862
Kelly Shoppach,3867
Chris Stewart,3878
Chris Young,3882
Josh Reddick,3892
Eugenio Velez,3893
Nick Stavinoha,3909
Mike Fontenot,3912
Joey Gathright,3913
Dayan Viciedo,3917
German Duran,3919
Andy Parrino,3972
Chris Heisey,3978
Edinson Volquez,3990
Brandon Hicks,4003
Justin Sellers,4006
Jerry Sands,4016
Yusmeiro Petit,4020
Melky Cabrera,4022
Mat Gamel,4034
Emilio Bonifacio,4054
Dexter Fowler,4062
Anthony Recker,4063
Erick Aybar,4082
Aaron Cunningham,4087
Michael Brantley,4106
Jordan Brown,4121
Carlos Villanueva,4138
Gorkys Hernandez,4146
Jake Arrieta,4153
Jesus Flores,4166
Jonathan Herrera,4182
Yunel Escobar,4191
Ryan Zimmerman,4220
Howie Kendrick,4229
Jose Lobaton,4243
Shane Robinson,4249
Stephen Drew,4251
Micah Owings,4253
Manny Parra,4279
Brett Hayes,4293
Matt Wieters,4298
Joey Votto,4314
Daniel Murphy,4316
Brad Eldred,4328
Tyler Chatwood,4338
Micah Hoffpauir,4342
Scott Van Slyke,4365
Joe Saunders,4366
Jeremy Hellickson,4371
Scott Moore,4390
Chris Denorfia,4400
Erik Kratz,4403
Paul McAnulty,4409
Jed Lowrie,4418
Jon Niese,4424
Brian Barden,4429
Ryan Shealy,4443
Steve Tolleson,4450
Mike Baxter,4464
Brandon Moss,4467
Jordan Zimmermann,4505
Jeff Salazar,4507
Mark Teahen,4511
Russ Adams,4519
Ryan Spilborghs,4521
Scott Olsen,4529
Randy Wells,4535
Jason Hammel,4538
James Loney,4556
Delwyn Young,4563
Josh Johnson,4567
Starlin Castro,4579
Mike McCoy,4583
Clay Hensley,4593
Nick Swisher,4599
Chris Snyder,4606
Jason Pridie,4611
Prince Fielder,4613
Russell Martin,4616
Josh Vitters,4623
Dave Bush,4635
Jason Bergmann,4640
Travis Buck,4646
Jeff Clement,4652
Brandon McCarthy,4662
Luke Carlin,4666
Junior Lake,4672
Tyler Greene,4675
Charlie Morton,4676
Ben Francisco,4677
Jeff Francis,4684
Fred Lewis,4693
Dan Ortmeier,4694
Donnie Murphy,4704
Kila Ka'aihue,4707
Ben Revere,4712
Brian Bogusevic,4719
Chase Headley,4720
Jacoby Ellsbury,4727
Jeremy Reed,4730
Matt Cain,4732
Kyle Phillips,4740
Brandon Fahey,4746
Curtis Granderson,4747
Matt Carson,4748
Elliot Johnson,4751
John Baker,4756
John Maine,4773
Rymer Liriano,4779
Jeff Francoeur,4792
Travis Ishikawa,4793
Rich Hill,4806
Brian McCann,4810
Joe Blanton,4849
Jarrod Dyson,4866
Logan Watkins,4875
Carlos Gomez,4881
Nyjer Morgan,4885
Chuck James,4886
Mike Moustakas,4892
Luke Hughes,4898
Robert Andino,4900
Matt Dominguez,4903
Alberto Gonzalez,4906
Ender Inciarte,4922
Jon Lester,4930
Jason Heyward,4940
Elijah Dukes,4946
Giancarlo Stanton,4949
Diory Hernandez,4950
Ryan Hanigan,4952
Asdrubal Cabrera,4962
Tony Campana,4964
Luis Valbuena,4969
Cole Hamels,4972
Stephen Vogt,5000
Caleb Gindl,5002
Melvin Upton Jr.,5015
Josh Donaldson,5038
